업종명,업소명,소재지(도로명),소재지(지번),위도,경도,데이터기준일자
일반음식점,중섭식당,제주특별자치도 서귀포시 중앙로62번길 42 1층 (서귀동),제주특별자치도 서귀포시 서귀동 266번지 20호 1층 ,33.2518955,126.5649198,2018-02-23
일반음식점,부두식당,제주특별자치도 서귀포시 대정읍 하모항구로 62,제주특별자치도 서귀포시 대정읍 하모리 770번지 9호 ,33.2187678,126.2511222,2018-02-23
일반음식점,동유암식당,제주특별자치도 서귀포시 성산읍 동류암로 44,제주특별자치도 서귀포시 성산읍 고성리 315번지 3호 ,33.4488954,126.9160167,2018-02-23
일반음식점,사계우리음식점,제주특별자치도 서귀포시 안덕면 산방로 367,제주특별자치도 서귀포시 안덕면 사계리 2672번지 ,33.2312204,126.2977433,2018-02-23
일반음식점,현대식당,제주특별자치도 서귀포시 성산읍 성산등용로 96,제주특별자치도 서귀포시 성산읍 성산리 360번지 2호 ,33.4698424,126.9301708,2018-02-23
일반음식점,나루터,제주특별자치도 서귀포시 천제연로188번길 6 (중문동),제주특별자치도 서귀포시 중문동 2120번지 8호 ,33.2514014,126.4246635,2018-02-23
일반음식점,오일장반점,제주특별자치도 서귀포시 대정읍 신영로36번길 37,제주특별자치도 서귀포시 대정읍 하모리 1089번지 33호 ,33.2197657,126.2474008,2018-02-23
일반음식점,새단골반점,제주특별자치도 서귀포시 이중섭로 23-9 (서귀동),제주특별자치도 서귀포시 서귀동 534번지 3호 ,33.2462099,126.5647606,2018-02-23
일반음식점,충남식당,제주특별자치도 서귀포시 성산읍 성산등용로 94-1,제주특별자치도 서귀포시 성산읍 성산리 360번지 7호 ,33.4697862,126.9299359,2018-02-23
일반음식점,와랑와랑본점,제주특별자치도 서귀포시 태평로 399-1 (서귀동),제주특별자치도 서귀포시 서귀동 469번지 1호 ,33.244758,126.5629324,2018-02-23
일반음식점,버들집,제주특별자치도 서귀포시 중정로73번길 10-1 (서귀동),  ,33.2490409,126.5642036,2018-02-23
일반음식점,들깨이야기,제주특별자치도 서귀포시 중앙로79번길 4 (서귀동),제주특별자치도 서귀포시 서귀동 298번지 1호 ,33.2517365,126.560833,2018-02-23
일반음식점,신나리해장국,제주특별자치도 서귀포시 중앙로79번길 4 (서귀동),제주특별자치도 서귀포시 서귀동 298번지 1호 ,33.2517365,126.560833,2018-02-23
일반음식점,고가명가,제주특별자치도 서귀포시 동홍로 6 (서귀동),제주특별자치도 서귀포시 서귀동 251번지 15호 ,33.2490109,126.5680176,2018-02-23
일반음식점,향원복집,제주특별자치도 서귀포시 부두로 43 (서귀동),제주특별자치도 서귀포시 서귀동 782번지 (1 2층) ,33.2412059,126.5649068,2018-02-23
일반음식점,고사리키친,제주특별자치도 서귀포시 대정읍 하모중앙로 77,제주특별자치도 서귀포시 대정읍 하모리 931번지 10호 ,33.2212493,126.2522409,2018-02-23
일반음식점,락(樂),제주특별자치도 서귀포시 성산읍 고성오조로 62-1,제주특별자치도 서귀포시 성산읍 고성리 298번지 14호 ,33.449356,126.915171,2018-02-23
일반음식점,삼수정식당,제주특별자치도 서귀포시 성산읍 동류암로 45,제주특별자치도 서귀포시 성산읍 고성리 316번지 4호 ,33.448636,126.9157338,2018-02-23
일반음식점,통나무집,제주특별자치도 서귀포시 중앙로42번길 14 (서귀동),제주특별자치도 서귀포시 서귀동 274번지 2호 ,33.2484399,126.5633797,2018-02-23
일반음식점,일성식당,제주특별자치도 서귀포시 안덕면 산방로 372,제주특별자치도 서귀포시 안덕면 사계리 2834번지 1호 ,33.2314302,126.2971932,2018-02-23
일반음식점,서울감자탕,제주특별자치도 서귀포시 중앙로 22 (서귀동),제주특별자치도 서귀포시 서귀동 495번지 ,33.2466258,126.5622837,2018-02-23
일반음식점,절구통,제주특별자치도 서귀포시 이중섭로 5 (서귀동),제주특별자치도 서귀포시 서귀동 416번지 9호 ,33.2475149,126.5644785,2018-02-23
일반음식점,대광장식당,제주특별자치도 서귀포시 중앙로 79 (서귀동),제주특별자치도 서귀포시 서귀동 297번지 1호 ,33.251408,126.5606468,2018-02-23
일반음식점,1100고지휴게소,제주특별자치도 서귀포시 1100로 1555 (색달동),제주특별자치도 서귀포시 색달동 산 1번지 3호 ,33.2862573,126.4440737,2018-02-23
일반음식점,영실각휴게소, ,제주특별자치도 서귀포시 하원동 산 1번지 1호 ,33.3411147,126.4804012,2018-02-23
일반음식점,일출봉포차,제주특별자치도 서귀포시 성산읍 동류암로 50,제주특별자치도 서귀포시 성산읍 고성리 298번지 7호 ,33.4492641,126.9155883,2018-02-23
일반음식점,하르방식당,제주특별자치도 서귀포시 태평로353번길 18 (서귀동),제주특별자치도 서귀포시 서귀동 831번지 9호 ,33.2471538,126.5610014,2018-02-23
일반음식점,상아식당,제주특별자치도 서귀포시 중앙로 25-1 (서귀동),제주특별자치도 서귀포시 서귀동 432번지 8호 ,33.2470334,126.5614326,2018-02-23
일반음식점,진주식당,제주특별자치도 서귀포시 태평로 353 (서귀동),제주특별자치도 서귀포시 서귀동 314번지 7호 (1 2층) ,33.2466426,126.5591353,2018-02-23
일반음식점,자존심전문음식점,제주특별자치도 서귀포시 대정읍 상모대서로 1-3,제주특별자치도 서귀포시 대정읍 하모리 1549번지 ,33.2240965,126.255073,2018-02-23
일반음식점,명경식당,제주특별자치도 서귀포시 안덕면 화순로 88,제주특별자치도 서귀포시 안덕면 화순리 322번지 5호 외1필지 ,33.2472792,126.3370588,2018-02-23
일반음식점,고향순대집,제주특별자치도 서귀포시 표선면 표선동서로 239,제주특별자치도 서귀포시 표선면 표선리 688번지 1호 ,33.3252096,126.8323332,2018-02-23
일반음식점,수진돌솥밥,제주특별자치도 서귀포시 중앙로62번길 4 (서귀동),제주특별자치도 서귀포시 서귀동 291번지 37호 ,33.2499784,126.5618501,2018-02-23
일반음식점,용이식당,제주특별자치도 서귀포시 중앙로79번길 9 1층 (서귀동),제주특별자치도 서귀포시 서귀동 297번지 6호 ,33.2511825,126.5605673,2018-02-23
일반음식점,명동갈비,제주특별자치도 서귀포시 중앙로42번길 41 (서귀동),제주특별자치도 서귀포시 서귀동 257번지 5호 ,33.2493619,126.565927,2018-02-23
일반음식점,자갈치아구찜,제주특별자치도 서귀포시 중정로91번길 9 (서귀동),제주특별자치도 서귀포시 서귀동 272번지 40호 ,33.2492238,126.565603,2018-02-23
일반음식점,전주식당,제주특별자치도 서귀포시 중정로61번길 23 (서귀동),제주특별자치도 서귀포시 서귀동 291번지 11호 ,33.2499481,126.5626575,2018-02-23
일반음식점,대유랜드,제주특별자치도 서귀포시 상예로 381 (상예동),제주특별자치도 서귀포시 상예동 144번지 ,33.2787568,126.394896,2018-02-23
일반음식점,삼행식당,제주특별자치도 서귀포시 중정로91번길 15 (서귀동),제주특별자치도 서귀포시 서귀동 272번지 18호 ,33.2494187,126.5652211,2018-02-23
일반음식점,고려반점,제주특별자치도 서귀포시 동문로 57 (서귀동),제주특별자치도 서귀포시 서귀동 255번지 5호 ,33.249569,126.5667681,2018-02-23
일반음식점,김대감,제주특별자치도 서귀포시 동홍중앙로 67 (동홍동),제주특별자치도 서귀포시 동홍동 114번지 1호 ,33.2566484,126.5719377,2018-02-23
일반음식점,서울감자탕2호점,제주특별자치도 서귀포시 남원읍 남태해안로 137,제주특별자치도 서귀포시 남원읍 남원리 92번지 2호 ,33.2782088,126.7198656,2018-02-23
일반음식점,해녀식당, ,제주특별자치도 서귀포시 대정읍 하모리 1050번지 ,33.220577,126.2513672,2018-02-23
일반음식점,사계절분식점,제주특별자치도 서귀포시 성산읍 동류암로39번길 15,제주특별자치도 서귀포시 성산읍 고성리 323번지 6호 ,33.4477468,126.9153986,2018-02-23
일반음식점,중앙식당,제주특별자치도 서귀포시 안덕면 화순로 108,제주특별자치도 서귀포시 안덕면 화순리 1077번지 1호 ,33.2467448,126.3349241,2018-02-23
일반음식점,유성식당,제주특별자치도 서귀포시 성산읍 일주동로 5103,제주특별자치도 서귀포시 성산읍 신산리 1036번지 5호 ,33.416346,126.889907,2018-02-23
일반음식점,표선얼큰이와피자디노,제주특별자치도 서귀포시 표선면 표선동서로 262,제주특별자치도 서귀포시 표선면 표선리 611번지 1호 ,33.3267746,126.8337451,2018-02-23
일반음식점,한라식당,제주특별자치도 서귀포시 성산읍 성산중앙로 32,제주특별자치도 서귀포시 성산읍 성산리 174번지 3호 ,33.4626171,126.9330349,2018-02-23
일반음식점,영성식당,제주특별자치도 서귀포시 대정읍 동일하모로 209 1층,제주특별자치도 서귀포시 대정읍 하모리 1407번지 15호 1층 ,33.2260103,126.2536491,2018-02-23
일반음식점,광명식당, ,제주특별자치도 서귀포시 서귀동 274번지 ,33.2485142,126.5637272,2018-02-23
일반음식점,삼겹살땡기는날,제주특별자치도 서귀포시 천지로 21 (서귀동),제주특별자치도 서귀포시 서귀동 309번지 17호 ,33.2495641,126.5606454,2018-02-23
일반음식점,산마루,제주특별자치도 서귀포시 동홍로90번길 7-1 (동홍동),제주특별자치도 서귀포시 동홍동 508번지 8호 ,33.2566472,126.5690027,2018-02-23
일반음식점,짜장마을,제주특별자치도 서귀포시 남원읍 태위로 672-7,제주특별자치도 서귀포시 남원읍 남원리 111번지 ,33.2783152,126.7187295,2018-02-23
일반음식점,국수명가,제주특별자치도 서귀포시 안덕면 사계남로216번길 47,제주특별자치도 서귀포시 안덕면 사계리 142번지 1호 ,33.2343234,126.3092941,2018-02-23
일반음식점,가시식당,제주특별자치도 서귀포시 표선면 가시로565번길 22,제주특별자치도 서귀포시 표선면 가시리 1898번지 5호 ,33.3531055,126.7715294,2018-02-23
일반음식점,마돈나,제주특별자치도 서귀포시 표선면 표선중앙로 76,제주특별자치도 서귀포시 표선면 표선리 699번지 ,33.3264263,126.8322772,2018-02-23
일반음식점,한국콘도한식당,제주특별자치도 서귀포시 중문관광로72번길 29-29 (색달동),제주특별자치도 서귀포시 색달동 2822번지 5호 ,33.2475912,126.4125373,2018-02-23
일반음식점,서울족탕1호점,제주특별자치도 서귀포시 중정로91번길 30 (서귀동),제주특별자치도 서귀포시 서귀동 270번지 1호 ,33.2503977,126.5641138,2018-02-23
일반음식점,새향원분식,제주특별자치도 서귀포시 중정로62번길 7 (서귀동),제주특별자치도 서귀포시 서귀동 420번지 8호 ,33.2472687,126.5632196,2018-02-23
일반음식점,보성식당,제주특별자치도 서귀포시 대정읍 추사로 56,제주특별자치도 서귀포시 대정읍 보성리 1729번지 ,33.2499537,126.2771027,2018-02-23
일반음식점,진미명가식당,제주특별자치도 서귀포시 안덕면 사계남로 167,제주특별자치도 서귀포시 안덕면 사계리 2072번지 ,33.2283602,126.3076807,2018-02-23
일반음식점,진성식당,제주특별자치도 서귀포시 대정읍 추사로 47,제주특별자치도 서귀포시 대정읍 인성리 728번지 5호 ,33.2496715,126.2777531,2018-02-23
일반음식점,광동식당,제주특별자치도 서귀포시 표선면 세성로 272,제주특별자치도 서귀포시 표선면 세화리 1152번지 4호 ,33.3291472,126.7983209,2018-02-23
일반음식점,성덕식당,제주특별자치도 서귀포시 솜반천로 56 (서홍동),제주특별자치도 서귀포시 서홍동 1233번지 1호 ,33.2538565,126.5551859,2018-02-23
일반음식점,삼강식당,제주특별자치도 서귀포시 신서로102번길 53 (서호동),제주특별자치도 서귀포시 서호동 1148번지 13호 ,33.2594797,126.5118342,2018-02-23
일반음식점,조아토종닭음식점,제주특별자치도 서귀포시 신효로 4 (신효동),제주특별자치도 서귀포시 신효동 887번지 1호 ,33.2609563,126.6139184,2018-02-23
일반음식점,장원닭갈비,제주특별자치도 서귀포시 명동로 1-1 (서귀동),제주특별자치도 서귀포시 서귀동 428번지 ,33.2470699,126.5623215,2018-02-23
일반음식점,삼강식당중문점,제주특별자치도 서귀포시 천제연로178번길 3 (중문동),제주특별자치도 서귀포시 중문동 2133번지 1호 ,33.2514652,126.4237964,2018-02-23
일반음식점,익산식당,제주특별자치도 서귀포시 칠십리로91번길 14 (서귀동),제주특별자치도 서귀포시 서귀동 778번지 1호 ,33.240983,126.5641894,2018-02-23
일반음식점,해송수산물회센타중문점,제주특별자치도 서귀포시 천제연로 163 (중문동),제주특별자치도 서귀포시 중문동 2113번지 3호 ,33.2523531,126.4223587,2018-02-23
일반음식점,영해식당,제주특별자치도 서귀포시 대정읍 하모상가로 34-2,제주특별자치도 서귀포시 대정읍 하모리 923번지 4호 ,33.2213786,126.2525955,2018-02-23
일반음식점,올랭이와물꾸럭,제주특별자치도 서귀포시 대정읍 신영로 93-5,제주특별자치도 서귀포시 대정읍 하모리 920번지 5호 ,33.2210562,126.2529388,2018-02-23
일반음식점,산포식당,제주특별자치도 서귀포시 성산읍 서성일로 1134,  ,33.4499332,126.9119618,2018-02-23
일반음식점,태백관,제주특별자치도 서귀포시 성산읍 동류암로 49,제주특별자치도 서귀포시 성산읍 고성리 317번지 9호 ,33.4489134,126.9153937,2018-02-23
일반음식점,서귀포칼호텔살레,제주특별자치도 서귀포시 칠십리로 242 (토평동),제주특별자치도 서귀포시 토평동 486번지 3호 ,33.2460024,126.5810125,2018-02-23
일반음식점,무한정식당,제주특별자치도 서귀포시 태평로353번길 4 (서귀동),제주특별자치도 서귀포시 서귀동 817번지 2호 ,33.2465341,126.5596585,2018-02-23
일반음식점,부성집,제주특별자치도 서귀포시 중정로91번길 23 (서귀동),제주특별자치도 서귀포시 서귀동 271번지 32호 ,33.2498932,126.5645427,2018-02-23
일반음식점,대유랜드휴게실,제주특별자치도 서귀포시 상예로 381 (상예동),제주특별자치도 서귀포시 상예동 144번지 ,33.2787568,126.394896,2018-02-23
일반음식점,모이세해장국중앙점,제주특별자치도 서귀포시 명동로 8 (서귀동),제주특별자치도 서귀포시 서귀동 422번지 ,33.2469329,126.5629558,2018-02-23
일반음식점,하얏트리젠시제주오미마켓그릴,제주특별자치도 서귀포시 중문관광로72번길 114 (색달동),제주특별자치도 서귀포시 색달동 3039번지 1호 ,33.2455761,126.4055533,2018-02-23
일반음식점,하얏트리젠시제주테라스,제주특별자치도 서귀포시 중문관광로72번길 114 (색달동),제주특별자치도 서귀포시 색달동 3039번지 1호 ,33.2455761,126.4055533,2018-02-23
일반음식점,하얏트리젠시제주식당민속촌,제주특별자치도 서귀포시 중문관광로72번길 114 (색달동),제주특별자치도 서귀포시 색달동 3039번지 1호 ,33.2455761,126.4055533,2018-02-23
일반음식점,한성식당,제주특별자치도 서귀포시 성산읍 일출로 287,제주특별자치도 서귀포시 성산읍 성산리 202번지 1호 ,33.4631697,126.9350183,2018-02-23
일반음식점,코코마마,제주특별자치도 서귀포시 성산읍 일출로 258-11,제주특별자치도 서귀포시 성산읍 성산리 140번지 8호 ,33.4610216,126.9343367,2018-02-23
일반음식점,세숫대야냉면,제주특별자치도 서귀포시 중앙로79번길 3 (서귀동),제주특별자치도 서귀포시 서귀동 297번지 3호 ,33.2515791,126.5609428,2018-02-23
일반음식점,박지영샤브샤브,제주특별자치도 서귀포시 홍중로 4 1층 (서홍동),제주특별자치도 서귀포시 서홍동 441번지 9호 ,33.2532706,126.5592432,2018-02-23
일반음식점,만부식당,제주특별자치도 서귀포시 칠십리로 40-6 (서귀동),제주특별자치도 서귀포시 서귀동 659번지 1호 ,33.2410185,126.5613316,2018-02-23
일반음식점,칠돈가직영점,제주특별자치도 서귀포시 천제연로 137 (중문동),제주특별자치도 서귀포시 중문동 1493번지 1호 ,33.2537189,126.4200067,2018-02-23
일반음식점,이화삼계탕,제주특별자치도 서귀포시 중앙로47번길 31 (서귀동),제주특별자치도 서귀포시 서귀동 318번지 2호 ,33.2481974,126.5583221,2018-02-23
일반음식점,삼보식당,제주특별자치도 서귀포시 중정로 25 (서귀동),제주특별자치도 서귀포시 서귀동 319번지 8호 ,33.2476846,126.559189,2018-02-23
일반음식점,청송고기국수,제주특별자치도 서귀포시 동홍로 8 (서귀동),제주특별자치도 서귀포시 서귀동 251번지 14호 ,33.2490839,126.5686404,2018-02-23
일반음식점,다비앙꼬,제주특별자치도 서귀포시 천지연로 46-1 (서귀동),제주특별자치도 서귀포시 서귀동 648번지 13호 ,33.2427871,126.5623917,2018-02-23
일반음식점,탐나네,제주특별자치도 서귀포시 부두로 39 (서귀동),제주특별자치도 서귀포시 서귀동 767번지 9호 ,33.24163,126.5649374,2018-02-23
일반음식점,영빈횟집,제주특별자치도 서귀포시 칠십리로 129 (서귀동),제주특별자치도 서귀포시 서귀동 68번지 6호 ,33.2432869,126.5679629,2018-02-23
일반음식점,데루케테호텔구내식당,제주특별자치도 서귀포시 천지연로29번길 8 (서귀동),제주특별자치도 서귀포시 서귀동 698번지 4호 ,33.2413732,126.5630768,2018-02-23
일반음식점,낙원식당,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 26,제주특별자치도 서귀포시 대정읍 하모리 1533번지 6호 ,33.2255241,126.2535676,2018-02-23
일반음식점,물꾸럭식당,제주특별자치도 서귀포시 대정읍 하모항구로 73-4,제주특별자치도 서귀포시 대정읍 하모리 1051번지 3호 ,33.2201305,126.2514737,2018-02-23
일반음식점,갯마을식당,제주특별자치도 서귀포시 남원읍 태신해안로 235-5,제주특별자치도 서귀포시 남원읍 신흥리 152번지 ,33.2998655,126.7669969,2018-02-23
일반음식점,성산포뚝배기,제주특별자치도 서귀포시 성산읍 일출로 236,제주특별자치도 서귀포시 성산읍 성산리 399번지 12호 ,33.46017,126.9312556,2018-02-23
일반음식점,명문사거리식당,제주특별자치도 서귀포시 표선면 중산간동로 5218,제주특별자치도 서귀포시 표선면 가시리 1893번지 1호 ,33.3528903,126.7708309,2018-02-23
일반음식점,금모래흑돼지연탄구이,제주특별자치도 서귀포시 안덕면 화순중앙로 48,제주특별자치도 서귀포시 안덕면 화순리 317번지 3호 ,33.2478885,126.3357726,2018-02-23
일반음식점,고향식당,제주특별자치도 서귀포시 표선면 표선중앙로 76,제주특별자치도 서귀포시 표선면 표선리 699번지 ,33.3264263,126.8322772,2018-02-23
일반음식점,그때그집식당,제주특별자치도 서귀포시 중정로61번길 6 (서귀동),제주특별자치도 서귀포시 서귀동 274번지 1호 ,33.2484051,126.5631785,2018-02-23
일반음식점,대원반점,제주특별자치도 서귀포시 동문동로 26 (서귀동),제주특별자치도 서귀포시 서귀동 268번지 18호 ,33.2508777,126.5656297,2018-02-23
일반음식점,등대횟집,제주특별자치도 서귀포시 말질로 292 (강정동),제주특별자치도 서귀포시 강정동 4965번지 ,33.2274402,126.4746813,2018-02-23
일반음식점,초연,제주특별자치도 서귀포시 중정로91번길 50 (서귀동),제주특별자치도 서귀포시 서귀동 286번지 16호 ,33.2514799,126.562421,2018-02-23
일반음식점,가정식당,제주특별자치도 서귀포시 신서로122번길 74 (강정동),제주특별자치도 서귀포시 강정동 142번지 13호 ,33.257284,126.5091725,2018-02-23
일반음식점,메추리식당,제주특별자치도 서귀포시 동홍로 5 (서귀동),제주특별자치도 서귀포시 서귀동 255번지 1호 ,33.2492258,126.567572,2018-02-23
일반음식점,오복식당,제주특별자치도 서귀포시 남원읍 태위로679번길 15,제주특별자치도 서귀포시 남원읍 남원리 182번지 5호 ,33.2805733,126.7185945,2018-02-23
일반음식점,나목도식당,제주특별자치도 서귀포시 표선면 가시로613번길 60,제주특별자치도 서귀포시 표선면 가시리 1877번지 6호 ,33.3534881,126.7718302,2018-02-23
일반음식점,금강식당,제주특별자치도 서귀포시 표선면 중산간동로 5179,제주특별자치도 서귀포시 표선면 가시리 2472번지 1호 ,33.3561172,126.7693695,2018-02-23
일반음식점,성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74,제주특별자치도 서귀포시 표선면 성읍리 580번지 ,33.3892637,126.8012691,2018-02-23
일반음식점,사거리식당,제주특별자치도 서귀포시 남원읍 태위로 937,제주특별자치도 서귀포시 남원읍 태흥리 536번지 3호 ,33.2864695,126.7452381,2018-02-23
일반음식점,마시로,제주특별자치도 서귀포시 표선면 표선중앙로 77,제주특별자치도 서귀포시 표선면 표선리 600번지 2호 ,33.3263964,126.832646,2018-02-23
일반음식점,서귀포칼호텔로비라운지,제주특별자치도 서귀포시 칠십리로 242 (토평동),제주특별자치도 서귀포시 토평동 486번지 3호 ,33.2460024,126.5810125,2018-02-23
일반음식점,미향해장국,제주특별자치도 서귀포시 솜반천로 4 (서홍동),제주특별자치도 서귀포시 서홍동 397번지 111호 ,33.2544767,126.5604672,2018-02-23
일반음식점,중문오뚜기아구찜,제주특별자치도 서귀포시 천제연로 190 (중문동),제주특별자치도 서귀포시 중문동 2056번지 4호 ,33.2515765,126.4249651,2018-02-23
일반음식점,새섬갈비,제주특별자치도 서귀포시 천지연로41번길 5 (서귀동),제주특별자치도 서귀포시 서귀동 650번지 2호 ,33.2421314,126.5622178,2018-02-23
일반음식점,서귀포소방서구내식당,제주특별자치도 서귀포시 동홍로 31 (동홍동),제주특별자치도 서귀포시 동홍동 453번지 1호 ,33.2514453,126.5669285,2018-02-23
일반음식점,선유,제주특별자치도 서귀포시 대정읍 하모항구로 72-1,제주특별자치도 서귀포시 대정읍 하모리 772번지 1호 ,33.2199209,126.2516356,2018-02-23
일반음식점,행운가든,제주특별자치도 서귀포시 대정읍 상모로191번길 6,제주특별자치도 서귀포시 대정읍 상모리 2669번지 4호 ,33.2249464,126.2682147,2018-02-23
일반음식점,오라방식당,제주특별자치도 서귀포시 표선면 성읍서문로 19,제주특별자치도 서귀포시 표선면 성읍리 768번지 2호 ,33.3860871,126.7995673,2018-02-23
일반음식점,대정고을식당,제주특별자치도 서귀포시 대정읍 일주서로 2258,제주특별자치도 서귀포시 대정읍 인성리 251번지 1호 ,33.2402708,126.2507128,2018-02-23
일반음식점,피로회복,제주특별자치도 서귀포시 대정읍 하모상가로 42,제주특별자치도 서귀포시 대정읍 하모리 919번지 15호 ,33.221473,126.2534099,2018-02-23
일반음식점,한국콘도휴게실,제주특별자치도 서귀포시 중문관광로72번길 29-29 (색달동),제주특별자치도 서귀포시 색달동 2822번지 5호 ,33.2475912,126.4125373,2018-02-23
일반음식점,한라산가든,제주특별자치도 서귀포시 중산간동로 8156 (서홍동),제주특별자치도 서귀포시 서홍동 1752번지 1호 ,33.2632939,126.5453158,2018-02-23
일반음식점,행복밥상,제주특별자치도 서귀포시 하신상로 29 (하효동),제주특별자치도 서귀포시 하효동 142번지 1호 ,33.2634138,126.617461,2018-02-23
일반음식점,666식당,제주특별자치도 서귀포시 하신상로 33 (하효동),제주특별자치도 서귀포시 하효동 130번지 1호 ,33.2637902,126.6174947,2018-02-23
일반음식점,상록음식점,제주특별자치도 서귀포시 토평로 24 (토평동),제주특별자치도 서귀포시 토평동 1310번지 20호 ,33.268883,126.5876972,2018-02-23
일반음식점,페리카나양념통닭효돈분점,제주특별자치도 서귀포시 하신상로 29 (하효동),제주특별자치도 서귀포시 하효동 142번지 1호 ,33.2634138,126.617461,2018-02-23
일반음식점,대포횟집,제주특별자치도 서귀포시 대포로 169 (대포동),제주특별자치도 서귀포시 대포동 2184번지 ,33.2391194,126.4392091,2018-02-23
일반음식점,어판장,제주특별자치도 서귀포시 칠십리로 53 (서귀동),제주특별자치도 서귀포시 서귀동 668번지 3호 ,33.2402587,126.5621337,2018-02-23
일반음식점,서귀포야식,제주특별자치도 서귀포시 중앙로 147 (서홍동),제주특별자치도 서귀포시 서홍동 316번지 35호 ,33.2578148,126.5601044,2018-02-23
일반음식점,위호텔 마레카페,제주특별자치도 서귀포시 1100로 453-95 (회수동),제주특별자치도 서귀포시 회수동 30번지 ,33.2862186,126.4442655,2018-02-23
일반음식점,위호텔 다채,제주특별자치도 서귀포시 1100로 453-95 (회수동),제주특별자치도 서귀포시 회수동 30번지 ,33.2862186,126.4442655,2018-02-23
일반음식점,담다디분식,제주특별자치도 서귀포시 대정읍 신영로 115,제주특별자치도 서귀포시 대정읍 하모리 849번지 16호 (시계탑약국 옆) ,33.2222874,126.254328,2018-02-23
일반음식점,제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255,제주특별자치도 서귀포시 성산읍 성산리 163번지 2호 ,33.46184,126.9331391,2018-02-23
일반음식점,삼거리해장국 찜,제주특별자치도 서귀포시 성산읍 동류암로 52,제주특별자치도 서귀포시 성산읍 고성리 298번지 8호 ,33.4492588,126.9154045,2018-02-23
일반음식점,유성반점,제주특별자치도 서귀포시 성산읍 일주동로 4244,제주특별자치도 서귀포시 성산읍 고성리 1123번지 22호 ,33.416346,126.889907,2018-02-23
일반음식점,탐라뚝배기,제주특별자치도 서귀포시 표선면 표선백사로 127,제주특별자치도 서귀포시 표선면 표선리 879번지 ,33.3267724,126.8366934,2018-02-23
일반음식점,대우반점,제주특별자치도 서귀포시 표선면 표선중앙로 66,제주특별자치도 서귀포시 표선면 표선리 552번지 ,33.3270813,126.8316509,2018-02-23
일반음식점,신태백관,제주특별자치도 서귀포시 대정읍 동일하모로 196,제주특별자치도 서귀포시 대정읍 하모리 1423번지 7호 ,33.2256828,126.2520272,2018-02-23
일반음식점,멕시코니양념통닭,제주특별자치도 서귀포시 대정읍 하모상가로 34,제주특별자치도 서귀포시 대정읍 하모리 923번지 5호 ,33.2213796,126.2524689,2018-02-23
일반음식점,육거리포차,제주특별자치도 서귀포시 안덕면 화순해안로 1,제주특별자치도 서귀포시 안덕면 화순리 1045번지 2호 ,33.2461879,126.3315141,2018-02-23
일반음식점,한아름식당,제주특별자치도 서귀포시 표선면 세성로 265,제주특별자치도 서귀포시 표선면 세화리 1177번지 1호 ,33.3286715,126.7978001,2018-02-23
일반음식점,가스름식당,제주특별자치도 서귀포시 표선면 가시로565번길 19,제주특별자치도 서귀포시 표선면 가시리 1900번지 4호 ,33.3531131,126.7720257,2018-02-23
일반음식점,호텔신라제주호텔천지,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),제주특별자치도 서귀포시 색달동 3039번지 3호 ,33.2475582,126.4081161,2018-02-23
일반음식점,호텔신라제주호텔일출,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),제주특별자치도 서귀포시 색달동 3039번지 3호 ,33.2475582,126.4081161,2018-02-23
일반음식점,더파크뷰,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),제주특별자치도 서귀포시 색달동 3039번지 3호 ,33.2475582,126.4081161,2018-02-23
일반음식점,카페카노푸스,제주특별자치도 서귀포시 중문관광로 198 (중문동),제주특별자치도 서귀포시 중문동 2563번지 1호 ,33.2429044,126.4204352,2018-02-23
일반음식점,동호식당,제주특별자치도 서귀포시 천지로 3 (서귀동),제주특별자치도 서귀포시 서귀동 312번지 13호 ,33.2478777,126.5609928,2018-02-23
일반음식점,돌하루방잔치국수,제주특별자치도 서귀포시 남성중로 2-11 (서홍동),제주특별자치도 서귀포시 서홍동 668번지 ,33.2442635,126.5599329,2018-02-23
일반음식점,대우정,제주특별자치도 서귀포시 명동로 28-1 (서귀동),제주특별자치도 서귀포시 서귀동 408번지 7호 ,33.2473924,126.5650353,2018-02-23
일반음식점,남도식당,제주특별자치도 서귀포시 명동로 26 (서귀동),제주특별자치도 서귀포시 서귀동 408번지 8호 ,33.2473744,126.5648006,2018-02-23
일반음식점,삼이사,제주특별자치도 서귀포시 명동로 6 (서귀동),제주특별자치도 서귀포시 서귀동 496번지 ,33.2469417,126.5627818,2018-02-23
일반음식점,천지연호(好)치킨,제주특별자치도 서귀포시 천지연로 38 1층 (서귀동),제주특별자치도 서귀포시 서귀동 648번지 4호 ,33.2424686,126.5624462,2018-02-23
일반음식점,제주올레,제주특별자치도 서귀포시 칠십리로 45 (서귀동),제주특별자치도 서귀포시 서귀동 667번지 10호 ,33.2408321,126.5618207,2018-02-23
일반음식점,페리카나양념통닭동문분점,제주특별자치도 서귀포시 서문로29번길 18 (서귀동),제주특별자치도 서귀포시 서귀동 320번지 1호 ,33.248678,126.5592542,2018-02-23
