












;[1]
"　",,"응답자수","비율"
"[전체]",,"6,181","100.0"
"거주지","서울특별시","1,467","23.7"
,"부산광역시","724","11.7"
,"대구광역시","538","8.7"
,"인천광역시","375","6.1"
,"광주광역시","215","3.5"
,"대전광역시","185","3.0"
,"울산광역시","187","3.0"
,"세종자치시","34","0.5"
,"경기도","1,284","20.8"
,"강원도","99","1.6"
,"충청도","262","4.2"
,"전라도","385","6.2"
,"경상도","416","6.7"
,"기타 지역","11","0.2"
"성별","남자","2,600","42.1"
,"여자","3,581","57.9"
"연령","15세 - 20세","127","2.1"
,"21세 - 30세","1,412","22.9"
,"31세 - 40세","1,518","24.6"
,"41세 - 50세","1,250","20.2"
,"51세 - 60세","1,371","22.2"
,"61세 이상","503","8.1"
"방문목적","휴가 및 순수여행","5,571","90.1"
,"비즈니스여행","405","6.6"
,"기타여행","204","3.3"
"여행형태","개별여행","5,884","95.2"
,"패키지여행","248","4.0"
,"부분패키지여행","49","0.8"
"방문횟수","1회","1,934","31.3"
,"2회","2,483","40.2"
,"3회","813","13.2"
,"4회 이상","951","15.4"
;




;[2]
"　",,"응답자수","1일","2일","3일","4일","5일","6일"
"　",,"응답자수","영화/ 드라마 촬영지방문","역사/문화유적지방문","레포츠 (승마, 골프, ATV 등)","미용 (온천/스파/마사지)","기타"
"[전체]",,"3,916","5.8 ","17.6 ","1.5 ","5.6 ","0.8 "
"거주지","일본권","304","4.0 ","18.0 ","3.0 ","9.3 ","3.0 "
,"중국권","2,249","3.8 ","8.0 ","0.8 ","4.5 ","0.4 "
,"중화권","261","14.0 ","26.6 ","4.4 ","8.0 ","0.0 "
,"동남아권","620","10.7 ","37.4 ","0.8 ","0.8 ","0.5 "
,"북미권","83","6.4 ","36.0 ","3.8 ","24.7 ","0.6 "
,"기타","399","4.7 ","30.9 ","3.4 ","10.5 ","2.2 "
"성별","남자","1,061","4.7 ","22.1 ","2.8 ","8.1 ","1.9 "
,"여자","2,855","6.1 ","15.9 ","1.1 ","4.7 ","0.3 "
"연령","15세 - 20세","153","15.3 ","26.7 ","2.7 ","3.6 ","1.1 "
,"21세 - 30세","2,152","6.3 ","12.6 ","1.2 ","4.8 ","0.3 "
,"31세 - 40세","1,101","4.2 ","18.4 ","1.6 ","6.0 ","1.4 "
,"41세 - 50세","293","2.2 ","29.6 ","2.0 ","5.1 ","0.6 "
,"51세 - 60세","154","5.3 ","44.4 ","2.5 ","15.1 ","1.7 "
,"61세 이상","63","10.7 ","30.7 ","7.2 ","7.5 ","3.6 "
"방문목적","휴가 및 순수여행","3,419","6.1 ","18.1 ","1.4 ","5.4 ","0.7 "
,"비즈니스여행","136","3.7 ","27.9 ","2.5 ","3.4 ","1.4 "
,"기타","360","3.6 ","8.8 ","2.6 ","8.6 ","1.5 "
"여행형태","개별여행","3,399","5.3 ","15.3 ","1.5 ","5.3 ","0.8 "
,"완전 패키지여행","423","6.9 ","35.9 ","1.4 ","8.3 ","0.0 "
,"부분 패키지여행","93","15.9 ","17.4 ","4.8 ","4.9 ","1.3 "
"방문횟수","1회","2,629","6.8 ","22.3 ","1.6 ","5.1 ","1.0 "
,"2회","527","3.7 ","12.1 ","1.9 ","4.6 ","0.6 "
,"3회","277","4.8 ","6.4 ","2.0 ","7.2 ","0.2 "
,"4회 이상","483","2.9 ","4.2 ","0.7 ","8.2 ","0.2 "
;



;[122]
"","응답자수","비율　"
"[전체]","3,916","100.00 "
"자연경관감상","2,117 ","54.1 "
"식도락(맛집여행)","624 ","15.9 "
"산/오름/올레길 트레킹","151 ","3.8 "
"쇼핑","554 ","14.1 "
"박물관/테마공원 방문","111 ","2.8 "
"회의/업무/컨벤션/세미나","35 ","0.9 "
"공연/축제/이벤트 참여","12 ","0.3 "
"해변활동(해수욕 등)","152 ","3.9 "
"유흥/오락/경마","27 ","0.7 "
"전통문화체험","31 ","0.8 "
"종교/순례활동","13 ","0.3 "
"영화/드라마촬영지방문","5 ","0.1 "
"역사/문화유적지방문","31 ","0.8 "
"레포츠(승마, 골프, ATV 등)","16 ","0.4 "
"미용(온천/스파/마사지)","16 ","0.4 "
"기타","20 ","0.5 "
;



;[123]
"","응답자수","　비율"
"[전체]","3,744","100.00 "
"자연경관감상","760","20.3 "
"식도락(맛집여행)","1,108","29.6 "
"산/오름/올레길 트레킹","287","7.7 "
"쇼핑","672","17.9 "
"박물관/테마공원 방문","285","7.6 "
"회의/업무/컨벤션/세미나","25","0.7 "
"공연/축제/이벤트 참여","22","0.6 "
"해변활동(해수욕 등)","237","6.3 "
"유흥/오락/경마","58","1.6 "
"전통문화체험","88","2.4 "
"종교/순례활동","3","0.1 "
"영화/드라마촬영지방문","20","0.5 "
"역사/문화유적지방문","130","3.5 "
"레포츠(승마, 골프, ATV 등)","10","0.3 "
"미용(온천/스파/마사지)","33","0.9 "
"기타","6","0.2 "
;



;[124]
"","응답자수","　비율"
"[전체]","3,122","100.00 "
"자연경관감상","433","13.9 "
"식도락(맛집여행)","467","14.9 "
"산/오름/올레길 트레킹","286","9.2 "
"쇼핑","908","29.1 "
"박물관/테마공원 방문","256","8.2 "
"회의/업무/컨벤션/세미나","25","0.8 "
"공연/축제/이벤트 참여","18","0.6 "
"해변활동(해수욕 등)","214","6.8 "
"유흥/오락/경마","103","3.3 "
"전통문화체험","132","4.2 "
"종교/순례활동","6","0.2 "
"영화/드라마촬영지방문","60","1.9 "
"역사/문화유적지방문","135","4.3 "
"레포츠(승마, 골프, ATV 등)","12","0.4 "
"미용(온천/스파/마사지)","64","2.1 "
"기타","2","0.1 "
;



;[125]
"",,"응답자수","1000$ 미만","1000$ 이상- 2000$ 미만","2000$ 이상- 3000$ 미만","3000$ 이상- 4000$ 미만","4000$ 이상- 5000$ 미만","5000$ 이상","[평균]"
"[전체]",,"3,399","48.4 ","31.6 ","9.8 ","3.8 ","2.3 ","4.2 ","1,384.84 "
"거주지","일본권","239","81.0 ","13.0 ","1.6 ","0.2 ","1.9 ","2.2 ","730.08 "
,"중국권","2,134","41.6 ","33.1 ","13.0 ","4.8 ","2.3 ","5.3 ","1,593.15 "
,"중화권","182","55.1 ","27.1 ","9.8 ","3.0 ","0.0 ","4.9 ","1,124.82 "
,"동남아권","408","64.1 ","28.7 ","2.8 ","0.9 ","2.6 ","0.9 ","980.69 "
,"북미권","68","18.6 ","58.5 ","10.5 ","3.6 ","1.2 ","7.6 ","1,464.08 "
,"기타","370","51.3 ","35.9 ","3.9 ","3.8 ","3.6 ","1.5 ","1,167.22 "
"성별","남자","895","48.5 ","34.4 ","7.6 ","3.3 ","2.2 ","3.9 ","1,325.29 "
,"여자","2,504","48.3 ","30.6 ","10.6 ","3.9 ","2.3 ","4.3 ","1,406.11 "
"연령","15세 - 20세","131","54.8 ","17.7 ","11.8 ","2.3 ","10.5 ","2.7 ","1,489.95 "
,"21세 - 30세","2,000","48.8 ","31.2 ","10.5 ","3.9 ","1.7 ","3.9 ","1,372.05 "
,"31세 - 40세","947","45.6 ","34.5 ","8.3 ","4.5 ","2.7 ","4.4 ","1,448.06 "
,"41세 - 50세","193","51.8 ","27.2 ","12.4 ","0.7 ","2.4 ","5.6 ","1,384.42 "
,"51세 - 60세","80","50.7 ","34.3 ","5.4 ","1.7 ","0.0 ","7.9 ","1,018.98 "
,"61세 이상","48","51.7 ","42.4 ","1.4 ","2.2 ","0.0 ","2.3 ","947.66 "
"방문목적","휴가 및 순수여행","2,981","50.0 ","31.3 ","9.6 ","3.4 ","2.0 ","3.6 ","1,328.79 "
,"비즈니스여행","91","30.9 ","48.5 ","7.3 ","5.4 ","1.0 ","6.9 ","1,456.06 "
,"기타","327","38.0 ","29.4 ","12.2 ","6.5 ","5.1 ","8.8 ","1,878.32 "
"방문횟수","1회","2,185","52.0 ","31.2 ","8.7 ","3.1 ","1.7 ","3.3 ","1,244.25 "
,"2회","482","44.0 ","34.0 ","10.6 ","5.7 ","2.0 ","3.6 ","1,490.32 "
,"3회","266","43.7 ","31.2 ","12.9 ","1.7 ","4.9 ","5.5 ","1,585.20 "
,"4회 이상","467","38.6 ","31.5 ","12.3 ","5.9 ","3.8 ","8.0 ","1,817.98 "
;



;[126]
"",,"응답자수","100$ 미만","100$ 이상-200$ 미만","200$ 이상-300$ 미만","300$ 이상-400$ 미만","400$ 이상-500$ 미만","500$ 이상","경험없음 (0$)","[평균]"
"[전체]",,"3,399","39.8 ","31.7 ","10.1 ","4.1 ","2.4 ","4.5 ","7.4 ","168.49 "
"거주지","일본권","239","51.7 ","20.6 ","7.5 ","0.4 ","7.2 ","0.8 ","11.7 ","119.39 "
,"중국권","2,134","42.6 ","31.1 ","10.5 ","3.9 ","1.9 ","3.8 ","6.2 ","163.58 "
,"중화권","182","38.2 ","36.2 ","9.4 ","2.9 ","4.7 ","3.4 ","5.2 ","166.02 "
,"동남아권","408","38.7 ","31.6 ","11.0 ","4.7 ","2.0 ","7.4 ","4.6 ","217.81 "
,"북미권","68","19.4 ","49.9 ","3.1 ","5.7 ","7.6 ","10.9 ","3.4 ","207.25 "
,"기타","370","21.1 ","36.5 ","9.8 ","7.5 ","1.2 ","7.1 ","16.7 ","168.71 "
"성별","남자","895","36.4 ","30.7 ","10.4 ","4.8 ","2.9 ","6.9 ","7.9 ","196.49 "
,"여자","2,504","41.0 ","32.0 ","9.9 ","3.9 ","2.3 ","3.7 ","7.2 ","158.51 "
"연령","15세 - 20세","131","46.3 ","11.9 ","17.4 ","0.3 ","0.4 ","4.9 ","18.7 ","135.18 "
,"21세 - 30세","2,000","44.1 ","29.8 ","10.4 ","4.0 ","2.8 ","3.3 ","5.6 ","159.98 "
,"31세 - 40세","947","33.4 ","36.8 ","7.7 ","5.1 ","2.1 ","6.7 ","8.3 ","193.17 "
,"41세 - 50세","193","28.6 ","38.2 ","13.5 ","4.6 ","1.4 ","5.1 ","8.6 ","157.86 "
,"51세 - 60세","80","29.6 ","33.0 ","10.8 ","0.6 ","4.3 ","11.6 ","10.2 ","211.77 "
,"61세 이상","48","27.0 ","34.7 ","6.9 ","4.0 ","0.0 ","0.0 ","27.5 ","102.00 "
"방문목적","휴가 및 순수여행","2,981","40.0 ","33.2 ","10.2 ","4.1 ","2.2 ","4.1 ","6.3 ","166.03 "
,"비즈니스여행","91","21.0 ","15.2 ","10.5 ","8.2 ","1.9 ","20.5 ","22.7 ","295.20 "
,"기타","327","43.2 ","22.3 ","9.0 ","3.2 ","4.8 ","4.3 ","13.3 ","155.69 "
"방문횟수","1회","2,185","35.2 ","33.4 ","11.2 ","4.8 ","2.3 ","5.4 ","7.9 ","180.31 "
,"2회","482","43.9 ","32.4 ","7.7 ","3.3 ","3.6 ","2.5 ","6.7 ","155.79 "
,"3회","266","45.7 ","29.4 ","9.8 ","1.1 ","2.3 ","3.7 ","8.0 ","156.77 "
,"4회 이상","467","53.7 ","24.3 ","7.5 ","3.6 ","2.1 ","3.1 ","5.7 ","133.23 "
;



;[127]
"",,"응답자수","1000$ 미만","1000$ 이상-2000$ 미만","2000$ 이상-3000$ 미만","3000$ 이상-4000$ 미만","4000$ 이상-5000$ 미만","5000$ 이상","경험없음 (0$)","[평균]"
"[전체]",,"3,399","74.3 ","10.5 ","2.9 ","1.5 ","1.1 ","2.0 ","7.7 ","619.26 "
"거주지","일본권","239","84.1 ","3.4 ","0.0 ","0.0 ","0.0 ","1.4 ","11.1 ","165.16 "
,"중국권","2,134","71.1 ","15.6 ","4.4 ","2.2 ","1.5 ","2.6 ","2.5 ","877.93 "
,"중화권","182","71.1 ","4.9 ","0.9 ","2.6 ","2.0 ","0.0 ","18.5 ","373.42 "
,"동남아권","408","89.1 ","1.2 ","0.6 ","0.1 ","0.0 ","0.6 ","8.5 ","178.34 "
,"북미권","68","65.1 ","0.0 ","0.0 ","0.0 ","0.0 ","6.7 ","28.2 ","69.14 "
,"기타","370","73.4 ","0.8 ","0.2 ","0.0 ","0.0 ","0.6 ","25.0 ","122.48 "
"성별","남자","895","74.0 ","7.2 ","2.1 ","1.6 ","0.7 ","2.2 ","12.1 ","513.62 "
,"여자","2,504","74.4 ","11.7 ","3.1 ","1.5 ","1.2 ","2.0 ","6.1 ","657.00 "
"연령","15세 - 20세","131","77.4 ","6.7 ","1.4 ","0.7 ","0.0 ","0.6 ","13.2 ","370.80 "
,"21세 - 30세","2,000","73.6 ","12.1 ","3.6 ","1.7 ","1.0 ","1.8 ","6.1 ","672.02 "
,"31세 - 40세","947","75.2 ","10.0 ","2.3 ","1.2 ","1.5 ","2.5 ","7.3 ","623.06 "
,"41세 - 50세","193","76.6 ","5.9 ","0.7 ","2.8 ","1.1 ","2.3 ","10.6 ","521.14 "
,"51세 - 60세","80","62.4 ","1.9 ","0.0 ","0.0 ","0.0 ","4.3 ","31.5 ","114.03 "
,"61세 이상","48","85.6 ","0.0 ","2.2 ","0.0 ","0.0 ","0.0 ","12.2 ","230.57 "
"방문목적","휴가 및 순수여행","2,981","76.3 ","10.0 ","2.6 ","1.3 ","0.8 ","1.6 ","7.3 ","558.74 "
,"비즈니스여행","91","58.0 ","3.4 ","1.6 ","1.0 ","1.0 ","3.8 ","31.3 ","464.92 "
,"기타","327","60.8 ","17.0 ","5.9 ","3.8 ","3.2 ","5.1 ","4.2 ","1211.86 "
"방문횟수","1회","2,185","77.1 ","7.7 ","1.7 ","0.8 ","0.6 ","1.5 ","10.6 ","433.18 "
,"2회","482","72.6 ","13.3 ","5.3 ","1.7 ","1.2 ","2.1 ","3.8 ","806.07 "
,"3회","266","71.1 ","17.0 ","5.2 ","2.2 ","2.1 ","0.9 ","1.5 ","818.69 "
,"4회 이상","467","64.6 ","17.1 ","4.8 ","4.6 ","2.8 ","4.8 ","1.3 ","1181.15 "
;



;[128]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 200$ 미만","200$ 이상- 500$ 미만","500$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","24.7 ","26.5 ","28.4 ","14.0 ","3.9 ","2.5 ","161.25 "
"거주지","일본권","239","52.0 ","18.7 ","15.4 ","8.5 ","2.0 ","3.5 ","89.97 "
,"중국권","2,134","20.1 ","29.3 ","30.2 ","14.6 ","3.3 ","2.4 ","167.12 "
,"중화권","182","26.5 ","15.8 ","28.2 ","17.3 ","4.2 ","8.0 ","197.38 "
,"동남아권","408","30.7 ","26.4 ","23.3 ","13.9 ","4.2 ","1.5 ","126.05 "
,"북미권","68","13.1 ","39.5 ","25.2 ","7.9 ","12.7 ","1.7 ","352.07 "
,"기타","370","27.8 ","18.8 ","32.3 ","13.9 ","6.2 ","1.2 ","159.63 "
"성별","남자","895","23.7 ","24.7 ","27.9 ","16.7 ","4.2 ","2.7 ","164.99 "
,"여자","2,504","25.0 ","27.2 ","28.5 ","13.1 ","3.8 ","2.5 ","159.91 "
"연령","15세 - 20세","131","31.9 ","20.3 ","27.0 ","9.5 ","9.2 ","2.1 ","180.10 "
,"21세 - 30세","2,000","26.4 ","28.0 ","26.8 ","13.3 ","3.4 ","2.1 ","149.12 "
,"31세 - 40세","947","19.7 ","26.6 ","32.5 ","14.8 ","3.9 ","2.5 ","173.61 "
,"41세 - 50세","193","27.4 ","22.1 ","20.1 ","20.4 ","5.4 ","4.6 ","178.74 "
,"51세 - 60세","80","15.9 ","20.9 ","26.2 ","21.3 ","4.7 ","11.0 ","146.61 "
,"61세 이상","48","33.2 ","6.8 ","52.7 ","5.0 ","2.3 ","0.0 ","326.05 "
"방문목적","휴가 및 순수여행","2,981","25.1 ","26.7 ","28.0 ","13.9 ","3.7 ","2.6 ","157.82 "
,"비즈니스여행","91","15.5 ","18.7 ","26.2 ","24.0 ","11.9 ","3.8 ","310.90 "
,"기타","327","23.1 ","27.1 ","32.6 ","12.8 ","3.2 ","1.3 ","151.68 "
"방문횟수","1회","2,185","25.3 ","24.4 ","28.8 ","14.7 ","4.1 ","2.8 ","163.41 "
,"2회","482","25.5 ","27.3 ","29.2 ","13.5 ","2.6 ","1.9 ","135.25 "
,"3회","266","21.2 ","30.8 ","29.1 ","11.1 ","5.5 ","2.4 ","214.71 "
,"4회 이상","467","22.9 ","33.0 ","25.3 ","13.3 ","3.4 ","2.1 ","147.69 "
;



;[129]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 200$ 미만","200$ 이상- 300$ 미만","300$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","43.1 ","11.8 ","4.9 ","1.3 ","1.5 ","37.4 ","48.55 "
"거주지","일본권","239","53.2 ","8.5 ","2.1 ","0.0 ","1.9 ","34.4 ","43.91 "
,"중국권","2,134","42.0 ","13.0 ","4.8 ","0.9 ","1.4 ","38.0 ","50.55 "
,"중화권","182","57.3 ","10.1 ","2.3 ","0.6 ","1.6 ","28.1 ","46.77 "
,"동남아권","408","36.2 ","9.4 ","8.6 ","1.1 ","0.3 ","44.4 ","29.95 "
,"북미권","68","51.8 ","5.2 ","9.0 ","0.8 ","5.1 ","28.2 ","145.03 "
,"기타","370","42.5 ","11.6 ","3.8 ","4.9 ","2.6 ","34.5 ","43.64 "
"성별","남자","895","46.0 ","11.7 ","5.0 ","1.8 ","1.9 ","33.6 ","60.37 "
,"여자","2,504","42.1 ","11.9 ","4.8 ","1.1 ","1.4 ","38.7 ","44.31 "
"연령","15세 - 20세","131","47.3 ","19.9 ","3.1 ","1.3 ","3.7 ","24.7 ","53.78 "
,"21세 - 30세","2,000","45.0 ","11.1 ","4.1 ","1.1 ","1.0 ","37.8 ","37.76 "
,"31세 - 40세","947","41.9 ","13.1 ","5.7 ","2.0 ","1.1 ","36.1 ","57.32 "
,"41세 - 50세","193","26.4 ","10.6 ","10.9 ","0.4 ","4.3 ","47.4 ","93.50 "
,"51세 - 60세","80","35.3 ","8.6 ","5.5 ","0.0 ","8.1 ","42.4 ","85.58 "
,"61세 이상","48","59.2 ","4.1 ","2.8 ","0.0 ","2.3 ","31.6 ","71.10 "
"방문목적","휴가 및 순수여행","2,981","43.7 ","12.0 ","4.7 ","1.3 ","1.5 ","36.7 ","50.05 "
,"비즈니스여행","91","32.8 ","9.7 ","13.9 ","1.9 ","6.5 ","35.2 ","77.77 "
,"기타","327","40.6 ","10.4 ","4.1 ","0.4 ","0.3 ","44.1 ","26.86 "
"방문횟수","1회","2,185","44.2 ","11.8 ","5.5 ","1.6 ","1.7 ","35.2 ","54.71 "
,"2회","482","45.5 ","13.7 ","4.9 ","0.4 ","1.2 ","34.3 ","43.08 "
,"3회","266","36.3 ","13.0 ","5.3 ","0.6 ","1.5 ","43.4 ","49.07 "
,"4회 이상","467","39.6 ","9.3 ","1.9 ","1.1 ","0.8 ","47.2 ","25.12 "
;



;[130]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 200$ 미만","200$ 이상- 300$ 미만","300$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","17.2 ","7.9 ","4.5 ","1.1 ","1.0 ","68.3 ","32.03 "
"거주지","일본권","239","16.6 ","3.7 ","1.0 ","1.4 ","0.0 ","77.3 ","13.02 "
,"중국권","2,134","17.9 ","7.6 ","3.8 ","0.4 ","1.0 ","69.3 ","32.05 "
,"중화권","182","24.6 ","8.7 ","6.3 ","2.0 ","1.5 ","56.8 ","29.81 "
,"동남아권","408","20.0 ","14.6 ","8.5 ","1.8 ","1.1 ","54.1 ","54.34 "
,"북미권","68","30.5 ","1.9 ","1.4 ","7.6 ","1.7 ","57.0 ","30.02 "
,"기타","370","4.9 ","5.3 ","6.0 ","2.1 ","1.2 ","80.4 ","21.10 "
"성별","남자","895","17.5 ","7.2 ","3.5 ","0.9 ","0.7 ","70.1 ","18.71 "
,"여자","2,504","17.1 ","8.1 ","4.8 ","1.1 ","1.2 ","67.7 ","36.79 "
"연령","15세 - 20세","131","12.5 ","3.5 ","8.4 ","0.0 ","0.0 ","75.7 ","15.27 "
,"21세 - 30세","2,000","18.7 ","7.7 ","3.4 ","0.8 ","1.0 ","68.3 ","32.56 "
,"31세 - 40세","947","16.7 ","9.5 ","4.7 ","1.1 ","1.2 ","66.8 ","32.96 "
,"41세 - 50세","193","13.1 ","4.1 ","7.1 ","1.4 ","1.7 ","72.6 ","30.45 "
,"51세 - 60세","80","8.4 ","8.0 ","8.3 ","4.1 ","0.0 ","71.2 ","30.01 "
,"61세 이상","48","9.5 ","10.5 ","14.6 ","6.7 ","0.0 ","58.7 ","47.21 "
"방문목적","휴가 및 순수여행","2,981","18.0 ","8.3 ","4.6 ","1.0 ","1.0 ","67.2 ","33.16 "
,"비즈니스여행","91","10.4 ","1.9 ","3.9 ","3.1 ","1.4 ","79.2 ","22.95 "
,"기타","327","12.4 ","6.1 ","2.9 ","1.4 ","1.3 ","75.9 ","24.25 "
"방문횟수","1회","2,185","17.6 ","8.5 ","5.3 ","1.2 ","1.0 ","66.3 ","36.63 "
,"2회","482","16.5 ","7.0 ","2.5 ","1.1 ","0.9 ","72.1 ","21.54 "
,"3회","266","16.2 ","4.8 ","4.2 ","1.8 ","2.4 ","70.6 ","35.24 "
,"4회 이상","467","16.9 ","7.4 ","2.6 ","0.0 ","0.6 ","72.5 ","19.49 "
;



;[131]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 200$ 미만","200$ 이상- 500$ 미만","500$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","25.7 ","6.9 ","4.0 ","1.5 ","1.1 ","60.9 ","45.49 "
"거주지","일본권","239","22.2 ","3.2 ","2.5 ","2.2 ","0.0 ","69.8 ","13.98 "
,"중국권","2,134","22.3 ","7.2 ","4.4 ","1.9 ","1.2 ","63.0 ","48.92 "
,"중화권","182","38.2 ","7.3 ","2.2 ","0.6 ","2.8 ","48.9 ","67.77 "
,"동남아권","408","43.2 ","10.3 ","2.5 ","0.1 ","0.7 ","43.2 ","26.33 "
,"북미권","68","16.2 ","4.7 ","0.3 ","0.0 ","3.3 ","75.4 ","276.51 "
,"기타","370","23.9 ","3.6 ","6.0 ","0.4 ","0.2 ","65.8 ","13.91 "
"성별","남자","895","25.8 ","7.0 ","3.7 ","1.2 ","0.8 ","61.5 ","49.10 "
,"여자","2,504","25.6 ","6.8 ","4.1 ","1.6 ","1.2 ","60.7 ","44.19 "
"연령","15세 - 20세","131","29.8 ","3.5 ","2.3 ","2.5 ","0.7 ","61.3 ","23.73 "
,"21세 - 30세","2,000","26.5 ","7.0 ","4.0 ","1.4 ","0.9 ","60.2 ","42.21 "
,"31세 - 40세","947","24.3 ","7.4 ","4.9 ","1.8 ","1.4 ","60.2 ","58.31 "
,"41세 - 50세","193","19.9 ","6.1 ","3.1 ","1.2 ","1.6 ","68.0 ","54.72 "
,"51세 - 60세","80","23.6 ","8.3 ","1.2 ","0.0 ","0.0 ","66.8 ","11.51 "
,"61세 이상","48","34.3 ","0.0 ","3.2 ","0.0 ","0.0 ","62.5 ","8.09 "
"방문목적","휴가 및 순수여행","2,981","27.1 ","7.1 ","4.2 ","1.5 ","1.2 ","58.9 ","46.91 "
,"비즈니스여행","91","14.4 ","5.6 ","2.0 ","0.4 ","0.0 ","77.6 ","8.58 "
,"기타","327","15.7 ","5.1 ","2.6 ","1.4 ","0.5 ","74.6 ","42.79 "
"방문횟수","1회","2,185","28.2 ","7.0 ","3.9 ","1.2 ","0.9 ","58.9 ","39.73 "
,"2회","482","26.2 ","6.6 ","3.8 ","2.5 ","0.9 ","60.0 ","44.18 "
,"3회","266","18.3 ","6.3 ","3.8 ","1.3 ","2.5 ","67.9 ","90.91 "
,"4회 이상","467","17.6 ","7.0 ","5.1 ","1.9 ","1.2 ","67.3 ","47.91 "
;



;[132]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 150$ 미만","150$ 이상- 200$ 미만","200$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","6.8 ","2.7 ","1.2 ","0.5 ","1.8 ","87.1 ","16.14 "
"거주지","일본권","239","8.0 ","0.3 ","0.0 ","0.0 ","3.4 ","88.3 ","25.44 "
,"중국권","2,134","7.3 ","3.3 ","1.0 ","0.7 ","1.9 ","85.9 ","18.75 "
,"중화권","182","2.3 ","6.0 ","1.4 ","0.0 ","1.1 ","89.3 ","11.64 "
,"동남아권","408","3.5 ","1.3 ","0.6 ","0.0 ","0.1 ","94.4 ","2.43 "
,"북미권","68","4.1 ","0.3 ","0.6 ","0.0 ","4.7 ","90.2 ","11.70 "
,"기타","370","9.8 ","1.0 ","3.4 ","0.5 ","1.8 ","83.6 ","13.16 "
"성별","남자","895","4.8 ","3.2 ","1.6 ","0.5 ","3.5 ","86.4 ","22.98 "
,"여자","2,504","7.6 ","2.5 ","1.0 ","0.4 ","1.2 ","87.3 ","13.69 "
"연령","15세 - 20세","131","10.0 ","0.7 ","0.8 ","1.0 ","2.2 ","85.3 ","10.39 "
,"21세 - 30세","2,000","7.3 ","2.4 ","1.0 ","0.3 ","1.1 ","87.9 ","11.44 "
,"31세 - 40세","947","6.2 ","3.3 ","1.8 ","0.8 ","2.5 ","85.3 ","26.34 "
,"41세 - 50세","193","4.2 ","0.7 ","0.8 ","0.5 ","2.2 ","91.7 ","13.58 "
,"51세 - 60세","80","4.4 ","4.1 ","0.0 ","0.0 ","5.2 ","86.3 ","22.95 "
,"61세 이상","48","3.6 ","14.6 ","0.0 ","0.0 ","6.7 ","75.2 ","25.17 "
"방문목적","휴가 및 순수여행","2,981","6.9 ","2.8 ","1.2 ","0.4 ","1.7 ","87.0 ","16.23 "
,"비즈니스여행","91","1.0 ","0.9 ","0.0 ","0.9 ","0.4 ","96.8 ","3.89 "
,"기타","327","7.8 ","1.7 ","1.4 ","1.3 ","2.8 ","85.0 ","18.74 "
"방문횟수","1회","2,185","7.0 ","2.6 ","1.3 ","0.3 ","1.5 ","87.3 ","12.63 "
,"2회","482","5.9 ","3.5 ","0.5 ","0.8 ","1.1 ","88.1 ","14.83 "
,"3회","266","6.4 ","1.9 ","2.6 ","0.6 ","4.7 ","83.9 ","46.03 "
,"4회 이상","467","7.2 ","2.7 ","0.5 ","0.9 ","2.0 ","86.7 ","16.93 "
;



;[133]
"",,"응답자수","50$ 미만","50$ 이상- 100$ 미만","100$ 이상- 150$ 미만","150$ 이상- 200$ 미만","200$ 이상","경험 없음 (0$)","[평균]"
"[전체]",,"3,399","5.1 ","2.1 ","0.9 ","0.9 ","1.3 ","89.6 ","13.81 "
"거주지","일본권","239","3.7 ","0.2 ","0.9 ","0.0 ","0.2 ","95.0 ","2.71 "
,"중국권","2,134","4.4 ","2.3 ","1.1 ","0.9 ","1.5 ","89.8 ","13.33 "
,"중화권","182","3.1 ","0.2 ","1.4 ","0.0 ","4.4 ","91.0 ","55.16 "
,"동남아권","408","8.9 ","1.9 ","0.3 ","0.2 ","0.3 ","88.4 ","5.44 "
,"북미권","68","1.9 ","0.3 ","0.0 ","0.0 ","1.2 ","96.6 ","3.93 "
,"기타","370","7.9 ","3.3 ","0.7 ","2.6 ","0.9 ","84.6 ","14.51 "
"성별","남자","895","5.9 ","1.8 ","1.1 ","1.7 ","1.5 ","88.0 ","13.32 "
,"여자","2,504","4.8 ","2.2 ","0.9 ","0.6 ","1.3 ","90.2 ","13.99 "
"연령","15세 - 20세","131","0.8 ","2.2 ","0.8 ","0.0 ","0.6 ","95.6 ","4.21 "
,"21세 - 30세","2,000","5.0 ","1.8 ","0.8 ","0.6 ","1.0 ","90.7 ","9.52 "
,"31세 - 40세","947","6.3 ","2.8 ","1.2 ","1.8 ","1.5 ","86.5 ","15.54 "
,"41세 - 50세","193","2.4 ","1.0 ","1.9 ","0.4 ","4.5 ","89.7 ","56.02 "
